Geneid,N1,N2,T1,T2,T3,T4
TMEM151B,0,0,37,3,14,35
TMEM154,88,51,115,72,101,69
TMEM156,59,24,13,19,32,14
TMEM158,43,28,4,2,0,4
TMEM159,0,0,33,31,33,39
TMEM160,0,14,34,322,5,41
TMEM161A,1,14,87,51,22,139
TMEM161B,90,65,57,48,76,41
TMEM161B-AS1,34,0,24,14,52,33
TMEM163,34,11,14,12,3,11
TMEM164,0,4,67,78,80,86
TMEM165,0,55,16,3,19,37
TMEM167A,41,54,29,24,47,44
TMEM167B,0,3,14,3,0,7
TMEM168,0,64,43,71,32,34
TMEM169,0,8,9,13,28,20
TMEM17,21,0,1,14,7,5
TMEM170A,94,28,66,72,43,70
TMEM170B,18,0,23,15,14,19
TMEM171,0,0,7,0,2,16
TMEM174,0,29,11,16,18,16
TMEM175,0,27,4,65,8,53
TMEM176A,0,0,5,86,0,15
TMEM176B,29,0,55,103,48,44
TMEM177,6,7,21,18,42,39
TMEM178A,15,0,44,18,43,18
TMEM178B,35,0,47,7,33,35
TMEM179,29,0,3,0,0,22
TMEM179B,0,0,10,2,2,10
TMEM18,6,213,29,270,53,66
TMEM181,50,11,56,19,28,74
TMEM182,15,0,32,21,38,14
TMEM183A,39,14,54,60,62,54
TMEM183B,0,0,8,6,12,10
TMEM184A,0,20,24,11,12,17
TMEM184B,154,45,38,30,27,86
TMEM184C,35,47,22,28,33,40
TMEM185A_1,0,0,3,0,0,0
TMEM185B,17,1,20,21,34,47
TMEM186,0,0,3,0,2,10
TMEM187,0,0,1,0,0,1
TMEM19,2,94,68,161,49,45
TMEM190,0,5,0,10,0,7
TMEM191A,0,8,34,17,8,36
TMEM191B,0,0,4,6,0,5
TMEM191C,0,0,5,0,2,22
TMEM192,0,635,99,351,125,89
TMEM196,0,0,21,4,17,24
TMEM198,44,12,11,5,0,30
TMEM198B,31,1,25,27,16,29
TMEM199,0,0,1,0,0,0
TMEM199_1,1,2,0,0,1,1
TMEM200A,0,41,9,23,13,24
TMEM200B,0,35,13,0,0,13
TMEM200C,9,0,18,0,13,13
TMEM201,9,1,60,4,61,92
TMEM202,0,0,19,1,12,17
TMEM202-AS1,0,0,9,0,3,4
TMEM203,0,0,1,16,0,5
TMEM204,35,0,10,2,0,12
TMEM205,0,0,19,26,8,10
TMEM207,39,26,5,0,5,2
TMEM208,23,0,3,13,0,20
TMEM209,15,48,87,24,47,62
TMEM210,0,0,2,5,0,3
TMEM211,39,0,12,2,12,10
TMEM212,0,16,15,12,23,21
TMEM212-AS1,0,0,7,0,1,5
TMEM213,0,39,30,37,82,35
TMEM214,0,0,13,32,7,46
TMEM215,20,0,6,11,5,18
TMEM216,5,0,28,0,21,28
TMEM217,65,3,27,9,38,30
TMEM218,0,1,32,0,18,11
TMEM219,37,40,21,401,16,20
TMEM220,0,174,38,61,47,51
TMEM220-AS1,0,0,2,10,6,34
TMEM221,0,4,37,22,23,45
TMEM222,0,7,26,74,5,34
TMEM223,0,0,30,9,20,9
TMEM225,48,19,13,22,31,28
TMEM225B,0,13,25,3,10,15
TMEM229A,0,20,9,3,17,16
TMEM229B,0,0,33,44,27,57
TMEM230,40,24,19,21,16,25
TMEM231,28,4,49,12,60,74
TMEM232,0,44,13,21,6,7
TMEM233,20,50,50,63,60,35
TMEM234,82,20,19,12,27,26
TMEM235,0,0,18,11,20,53
TMEM236,0,0,0,1,1,1
TMEM236_1,0,0,1,0,0,0
TMEM237,36,11,25,10,26,36
TMEM238,0,0,6,53,4,9
TMEM238L,0,0,10,5,3,13
TMEM239,26,15,35,4,20,27
TMEM240,0,0,7,6,0,6
TMEM241,81,39,131,61,87,80
TMEM242,1,0,0,0,2,1
TMEM243,33,0,32,15,9,3
TMEM244,43,12,9,0,2,0
TMEM245,46,539,71,613,156,107
TMEM246-AS1,0,8,2,0,0,5
TMEM247,0,0,12,0,5,16
TMEM248,61,31,68,26,82,88
TMEM25,0,0,0,0,1,1
TMEM250,39,0,6,24,4,39
TMEM251,0,45,30,36,19,22
TMEM252,0,0,1,0,4,2
TMEM253,6,0,0,1,1,10
TMEM254,33,0,8,10,5,17
TMEM254-AS1,24,4,31,39,43,44
TMEM255B,37,0,14,54,1,39
TMEM256,47,0,1,25,5,3
TMEM258,0,0,4,0,3,3
TMEM259,32,14,23,74,1,84
TMEM26,0,9,5,14,21,10
TMEM260,0,31,38,11,22,40
TMEM262,0,0,3,9,3,6
TMEM263,1,62,37,51,54,50
TMEM265,0,0,1,3,6,9
TMEM266,0,0,30,0,16,36
TMEM267,62,35,55,31,45,50
TMEM268,41,78,64,23,69,50
TMEM269,0,8,27,3,34,49
TMEM269-DT,0,0,4,0,5,3
TMEM26-AS1,0,0,2,8,12,2
TMEM270,0,0,3,1,2,1
TMEM271,0,45,27,11,29,15
TMEM272,0,9,7,0,7,20
TMEM273,35,13,5,9,1,16
TMEM274P,0,5,20,0,15,11
TMEM275,22,0,2,0,0,13
TMEM30A,38,9,19,29,11,66
TMEM30A-DT,0,0,11,0,4,22
TMEM30B,0,0,30,3,2,17
TMEM30CP,0,14,6,5,5,7
TMEM31,0,0,7,2,3,6
TMEM33,83,45,65,48,92,79
TMEM35A,0,17,20,12,18,19
TMEM35B,0,0,8,0,8,19
TMEM37,0,0,0,12,0,2
TMEM38A,4,14,48,24,44,64
TMEM38B,0,0,6,3,23,23
TMEM39A,0,61,90,45,101,85
TMEM39B,0,9,53,17,27,53
TMEM40,0,25,45,14,18,44
TMEM41A,24,176,14,110,18,24
TMEM41B,29,11,21,46,71,42
TMEM42,0,0,14,2,2,8
TMEM43,1,7,23,20,20,56
TMEM44,0,0,14,16,9,46
TMEM44-AS1,108,0,1,19,1,10
TMEM45A,0,41,18,13,20,32
TMEM45B,14,12,33,0,10,28
TMEM47,0,21,11,1,3,16
TMEM50A,0,14,34,20,22,43
TMEM50B,0,0,0,0,0,1
TMEM50B_1,3,4,0,0,4,0
TMEM51,17,5,16,24,12,30
TMEM51-AS1,80,0,14,8,5,12
TMEM52,0,0,9,3,0,40
TMEM52B,0,15,44,25,45,48
TMEM53,39,0,21,2,10,16
TMEM54,0,0,13,22,1,16
TMEM59,80,52,43,7,46,82
TMEM59L,0,0,22,11,13,40
TMEM60,0,0,2,0,3,4
TMEM61,93,0,14,12,2,13
TMEM62,22,35,32,6,35,29
TMEM63A,0,28,50,60,79,102
TMEM63B,49,3,101,56,44,148
TMEM63C,118,11,42,37,27,74
TMEM64,25,46,23,31,54,32
TMEM65,49,54,74,47,66,83
TMEM67,39,42,115,40,108,69
TMEM68,0,18,22,26,29,33
TMEM69,0,0,8,0,1,12
TMEM70,0,21,20,23,35,27
TMEM71,27,0,34,13,44,11
TMEM72,0,0,14,4,2,21
TMEM72-AS1,37,0,9,11,0,42
TMEM74,30,18,29,32,25,36
TMEM74B,0,6,2,13,0,9
TMEM75,0,0,3,0,2,24
TMEM79,0,0,12,40,9,34
TMEM80,35,3,39,2,23,32
TMEM81,0,19,26,0,15,14
TMEM82,0,0,31,14,20,59
TMEM86A,0,0,12,10,26,26
TMEM86B,0,0,18,39,0,8
TMEM87A,7,40,48,53,60,47
TMEM87B,19,51,37,58,55,65
TMEM88,0,0,6,28,1,5
TMEM88B,0,0,15,20,22,15
TMEM89,0,0,9,3,0,10
TMEM8B,32,88,81,102,53,90
TMEM9,0,8,18,33,12,30
TMEM91,24,53,63,132,41,37
TMEM92,0,18,19,7,13,26
TMEM92-AS1,0,0,5,0,0,4
TMEM94,3,74,83,57,32,116
TMEM95,0,0,18,9,15,34
TMEM97_1,2,0,0,0,0,0
TMEM98,32,20,3,28,22,30
TMEM99,0,1,32,3,39,29
TMEM9B,0,0,16,8,3,23
TMEM9B-AS1,16,10,18,18,29,13
TMF1,70,4,50,76,32,57
TMIE,0,0,3,1,3,15
TMIGD1,0,12,20,12,35,17
TMIGD2,50,0,31,28,37,41
TMIGD3,56,6,6,26,12,11
TMLHE,0,0,0,1,1,2
TMLHE_1,0,0,1,0,0,0
TMLHE-AS1,0,0,0,0,1,0
TMOD1,40,9,37,15,43,21
TMOD2,92,17,42,19,27,33
TMOD3,67,201,78,259,86,61
TMOD4,0,6,32,5,38,33
TMPO,33,19,36,36,64,72
TMPO-AS1,23,0,2,0,1,3
TMPPE,37,0,28,2,10,59
TMPRSS11A,0,38,27,6,31,15
TMPRSS11B,44,7,29,14,53,31
TMPRSS11BNL,0,17,4,9,14,15
TMPRSS11D,53,0,2,0,12,12
TMPRSS11E,0,2,0,1,2,5
TMPRSS11E_1,0,8,1,1,2,0
TMPRSS11F,0,0,26,14,8,4
TMPRSS11GP,0,0,0,4,3,4
TMPRSS12,0,0,19,11,10,25
TMPRSS13,5,0,4,16,3,42
TMPRSS15,78,22,24,23,27,23
TMPRSS2,0,0,31,3,23,44
TMPRSS3,0,0,44,32,31,35
TMPRSS4,0,26,94,80,93,62
TMPRSS5,22,27,0,3,10,53
TMPRSS6,17,34,47,17,76,54
TMPRSS7,24,24,41,17,32,30
TMPRSS9,6,31,80,34,89,111
TMSB10,121,713,1,1740,1,14
TMSB15B,0,0,0,0,1,0
TMSB15B-AS1_1,0,0,0,9,0,1
TMSB4X,103,37,13,57,23,72
TMTC1,62,9,52,34,54,42
TMTC2,1,31,53,24,62,34
TMTC3,62,65,89,64,76,46
TMTC4,8,40,61,23,57,45
TMUB1,0,30,5,205,1,22
TMUB2,0,9,11,25,61,42
TMX1,77,136,72,63,87,78
TMX2,0,13,38,27,63,43
TMX3,71,38,47,29,37,48
TMX4,56,244,44,444,68,38
TNC,82,28,78,32,84,117
TNFAIP1_1,0,0,1,1,1,1
TNFAIP2,22,34,31,370,7,83
TNFAIP3,14,0,16,76,9,37
TNFAIP6,0,34,25,26,29,21
TNFAIP8,0,25,58,47,91,57
TNFAIP8L1,38,39,27,554,41,28
TNFAIP8L2,0,0,25,5,3,18
TNFAIP8L3,0,0,2,4,10,10
TNFRSF10A,0,26,38,74,53,69
TNFRSF10B,0,36,52,20,14,56
TNFRSF10C,0,0,11,13,0,28
TNFRSF10D,0,47,26,4,20,45
TNFRSF11A,31,19,56,53,77,93
TNFRSF11B,0,0,8,3,2,6
TNFRSF12A,6,0,14,0,4,8
TNFRSF13B,0,15,21,0,13,21
TNFRSF13C,13,0,26,6,37,45
TNFRSF14,20,9,2,54,0,48
TNFRSF14-AS1,0,0,0,3,3,14
TNFRSF17,0,0,12,9,1,5
TNFRSF18,0,0,8,16,0,17
TNFRSF19,37,19,9,14,7,19
TNFRSF1A,49,0,48,39,47,62
TNFRSF1B,52,0,36,198,19,69
TNFRSF21,38,11,31,20,61,43
TNFRSF25,0,9,14,17,15,22
TNFRSF4,63,0,8,18,0,5
TNFRSF8,22,0,59,25,36,71
TNFRSF9,48,39,59,34,53,50
TNFSF10,0,53,40,139,58,31
TNFSF11,0,21,20,6,12,17
TNFSF12,0,0,37,21,7,27
TNFSF13,0,0,2,0,0,16
TNFSF13B,9,0,28,133,36,20
TNFSF14,18,32,34,198,49,79
TNFSF15,7,31,66,33,63,41
TNFSF18,34,9,19,0,4,11
TNFSF4,40,0,17,0,10,8
TNFSF8,0,12,26,22,30,35
TNFSF9,6,0,38,8,20,39
TNIK,65,52,106,77,148,102
TNIP1,16,0,63,113,36,83
TNIP2,0,0,17,0,4,23
TNIP2P1,19,10,5,4,1,16
TNIP3,36,25,30,2,34,36
TNK1,30,27,26,20,27,62
TNK2,88,27,24,80,8,59
TNK2-AS1,0,72,47,19,80,45
TNKS,30,99,74,48,91,87
TNKS1BP1,78,16,21,29,12,61
TNKS2,28,22,80,48,63,107
TNKS2-AS1,0,0,0,0,5,5
TNMD,0,12,26,26,13,16
TNN,1,78,62,37,69,89
TNNC1,0,22,7,13,1,11
TNNC2,0,0,19,7,1,19
TNNI1,0,0,52,6,52,47
TNNI2,0,0,6,6,0,9
TNNI3,0,0,13,0,5,20
TNNT1,0,13,52,19,26,80
TNNT2,0,0,16,4,6,20
TNNT3,0,13,35,72,6,56
TNP1,0,0,0,0,0,3
TNP2,0,0,5,0,3,20
TNPO1,77,162,163,113,227,186
TNPO2,5,66,130,100,131,220
TNPO3,23,82,88,76,130,116
TNR,41,70,103,99,173,121
TNRC17,19,84,16,89,23,19
TNRC18,73,55,191,168,101,362
TNRC18P1,0,0,27,18,25,49
TNRC6A,0,57,110,365,104,149
TNRC6B,104,213,340,360,372,317
TNRC6C,48,133,109,621,144,142
TNS1,16,62,14,186,27,76
TNS1-AS1,0,0,23,6,4,9
TNS2,35,26,67,27,8,72
TNS3,80,51,42,99,13,154
TNS4,22,11,55,46,51,78
TNXA_1,0,0,0,15,0,0
TNXB_2,0,0,0,2,0,0
TNXB_3,0,1,2,17,0,1
TNXB_5,0,0,0,2,1,1
TNXB_6,0,0,0,0,3,1
TNXB_7,0,0,0,4,0,0
TOB1,0,30,35,21,50,27
TOB1-AS1,25,3,10,22,47,18
TOB2,35,43,77,354,61,102
TOB2P1,126,12,55,23,72,52
TOE1,0,0,44,20,31,40
TOGARAM1,16,29,39,79,38,63
TOGARAM2,4,12,32,17,15,50
TOLLIP,27,42,9,67,17,23
TOLLIP-AS1,0,0,8,5,0,10
TOM1,53,23,56,144,40,54
TOM1L1,0,111,76,23,100,54
TOM1L2,51,44,67,23,54,76
TOMM20,11,48,29,29,22,77
TOMM20L,8,0,4,0,3,10
TOMM22,0,59,58,84,73,51
TOMM34,0,25,5,5,4,23
TOMM40,36,0,52,62,58,94
TOMM40L,9,0,78,31,46,38
TOMM5,30,0,5,0,1,19
TOMM6,0,0,9,12,22,11
TOMM7,11,58,11,8,4,16
TOMM70,48,16,18,33,15,32
TONSL,62,18,17,3,2,29
TONSL_1,1,0,0,0,0,2
TONSL-AS1,0,11,0,2,8,8
TOP1,4,19,32,103,38,57
TOP1MT,0,0,58,32,12,118
TOP1P1,0,0,8,14,11,4
TOP1P2,71,17,16,9,21,21
TOP2A,61,39,53,35,51,79
TOP2B,64,0,74,16,71,114
TOP3A,43,11,89,96,73,66
TOP3B,0,25,85,18,44,105
TOPAZ1,0,61,51,21,70,51
TOPBP1,0,60,50,80,62,80
TOPORS,0,12,18,21,22,20
TOR1A,11,0,21,7,15,29
TOR1AIP1,0,64,28,52,28,53
TOR1AIP2,148,73,149,110,172,114
TOR1B,0,8,25,27,11,32
TOR2A,3,0,11,2,0,28
TOR3A,30,0,10,22,15,38
TOR4A,2,1,43,16,16,74
TOX,29,13,9,26,18,13
TOX2,0,17,12,9,6,55
TOX3,61,49,59,17,45,47
TOX4,12,97,54,184,60,59
TP53,24,25,46,31,81,57
TP53AIP1,0,0,0,4,4,7
TP53BP1,6,29,117,98,155,133
TP53BP2,73,39,43,16,22,45
TP53I11,47,0,9,43,2,24
TP53I13,0,0,5,240,4,14
TP53I3,0,0,40,9,4,35
TP53INP1,3,48,70,93,84,60
TP53INP2,15,37,23,23,11,49
TP53RK,0,14,12,0,2,21
TP53TG1,0,0,5,4,0,4
TP53TG3,1,1,4,4,2,5
TP53TG3B,0,0,1,0,0,0
TP53TG3D,0,46,37,31,52,30
TP53TG3HP,0,0,5,0,0,11
TP53TG5,3,25,11,3,7,14
TP63,124,48,93,30,100,76
TP73,0,0,35,36,35,46
TP73-AS1,29,0,9,19,8,20
TPBG,68,8,45,27,38,44
TPBGL,0,0,7,0,0,3
TPCN1,39,8,67,60,36,180
TPCN2,0,9,39,15,23,56
TPD52,21,40,53,38,42,50
TPD52L1,0,22,39,23,27,40
TPD52L2,0,12,23,26,13,35
TPD52L3,65,0,0,1,11,18
TPGS1,0,61,15,103,2,21
TPGS2,55,42,26,13,29,33
TPH1,0,45,95,47,125,46
TPH2,0,18,19,14,13,14
TPI1_1,0,1,1,2,0,0
TPI1P2,0,0,17,10,14,10
TPI1P3,36,25,34,6,29,27
TPK1,25,30,77,59,101,51
TPM1,38,263,55,960,43,48
TPM1-AS,42,0,14,0,0,7
TPM2,18,31,20,561,12,75
TPM3,96,63,88,349,81,116
TPM3P9,0,0,22,0,14,33
TPM4,0,98,62,97,30,87
TPMT,19,46,72,173,49,35
TPO,74,0,17,20,14,32
TPP1,58,8,37,109,50,72
TPP2,0,41,49,46,68,89
TPPP,0,0,13,4,3,49
TPPP2,0,0,0,0,0,6
TPPP3,0,0,11,37,1,18
TPR,48,45,51,113,115,116
TPRA1,36,26,51,14,33,87
TPRG1,0,89,79,38,55,32
TPRG1-AS1,0,0,11,13,6,2
TPRG1-AS2,0,0,7,0,2,1
TPRG1L,35,0,6,9,15,14
TPRKB,85,59,15,35,11,8
TPRN,0,0,5,16,0,18
TPRX1,0,0,10,0,1,16
TPRXL,0,29,14,2,10,15
TPSAB1,0,0,2,161,0,4
TPSB2,0,0,9,378,0,2
TPSD1,0,0,4,29,1,22
TPSG1,0,0,0,0,0,10
TPST1,31,14,49,38,17,32
TPST2,0,34,98,44,73,81
TPT1,465,324,34,197,11,297
TPT1-AS1,40,38,26,23,16,25
TPTE,54,64,131,90,109,143
TPTE2,138,79,51,31,64,65
TPTE2P1,53,112,106,67,101,74
TPTE2P3,28,15,42,8,29,20
TPTE2P5,0,0,41,3,28,19
TPTE2P6,23,66,61,43,96,49
TPTEP1,11,62,7,46,22,14
TPTEP2,0,0,7,0,1,3
TPTEP2-CSNK1E,0,0,3,2,1,2
TPX2,0,64,25,49,65,62
TRA2A,0,109,62,65,72,84
TRA2B,22,11,20,108,25,56
TRA-AGC11-1,0,0,0,0,4,0
TRA-AGC12-3,0,0,0,0,0,7
TRA-AGC13-2,0,0,2,13,4,3
TRA-AGC15-1,0,0,0,0,3,0
TRA-AGC16-1,4,0,0,0,0,1
TRA-AGC4-1,0,0,5,0,21,2
TRA-AGC4-1_1,0,0,3,1,12,5
TRA-AGC6-1_7,0,0,3,0,4,0
TRA-AGC7-1_1,0,0,2,0,0,1
TRABD,0,0,11,89,1,85
TRABD2A,123,344,75,33,67,59
TRABD2B,0,7,21,2,10,34
TRAC,0,0,9,5,12,20
TRA-CGC1-1,30,0,0,11,0,2
TRA-CGC3-1,0,0,0,0,1,0
TRA-CGC4-1_4,0,0,0,1,0,0
TRA-CGC5-1_1,0,18,1,0,0,1
TRADD,10,0,1,5,5,6
TRAF1,17,5,28,29,28,41
TRAF2,62,11,34,36,11,47
TRAF3,17,51,46,19,44,80
TRAF3IP1,23,50,49,87,39,40
TRAF3IP2,16,90,45,123,47,30
TRAF3IP2-AS1,1,42,69,95,140,80
TRAF3IP3,13,0,16,3,4,14
TRAF4,44,18,25,44,7,50
TRAF5,0,46,30,33,40,41
TRAF6,0,39,31,14,12,22
TRAF7,24,9,12,11,0,35
TRAFD1,22,28,42,9,44,50
TRAIP,3,21,33,5,30,38
TRAJ1,0,0,0,0,6,0
TRAJ11,0,0,2,0,0,2
TRAJ14,0,0,1,2,0,0
TRAJ15,0,0,0,0,0,3
TRAJ17,0,0,0,3,0,0
TRAJ2,0,0,2,0,1,2
TRAJ23,0,0,0,0,0,1
TRAJ26,0,0,0,0,1,0
TRAJ29,0,0,0,0,1,0
TRAJ3,9,0,0,0,1,0
TRAJ30,22,0,0,0,0,0
TRAJ31,0,19,2,8,7,2
TRAJ32,0,0,0,0,0,1
TRAJ33,17,0,1,0,0,0
TRAJ34,0,0,6,0,7,4
TRAJ35,0,0,1,0,1,0
TRAJ36,0,0,10,0,0,1
TRAJ37,0,0,0,2,0,1
TRAJ4,0,0,0,0,4,4
TRAJ41,0,0,0,1,0,0
TRAJ42,0,0,0,0,0,1
TRAJ44,0,0,2,0,0,4
TRAJ45,10,0,0,0,0,0
TRAJ46,0,0,0,0,0,2
TRAJ48,21,0,0,0,0,0
TRAJ49,0,0,0,0,0,2
TRAJ5,0,0,1,10,0,2
TRAJ50,0,1,0,0,0,0
TRAJ51,0,0,0,0,1,0
TRAJ53,0,0,0,0,0,6
TRAJ54,0,0,5,4,13,6
TRAJ55,0,23,0,0,1,1
TRAJ56,0,0,1,0,0,0
TRAJ9,0,14,0,0,1,1
TRAK1,64,35,141,143,199,166
TRAK2,60,16,29,18,27,36
TRAM1,51,16,39,54,50,114
TRAM1L1,0,0,2,0,1,6
TRAM2,28,4,74,36,23,81
TRAM2-AS1,0,0,5,0,4,3
TRANK1,70,0,75,33,47,62
TRAP1,0,17,37,26,17,80
TRAPPC1,29,0,10,109,0,7
TRAPPC10,38,0,37,35,39,62
TRAPPC11,64,37,56,35,58,90
TRAPPC12,71,32,23,29,9,40
TRAPPC13,41,25,70,29,68,42
TRAPPC14,0,10,62,14,22,49
TRAPPC2,33,32,54,36,41,20
TRAPPC2B,0,0,1,0,4,0
TRAPPC2L,0,45,5,44,2,5
TRAPPC3,0,0,4,16,4,19
TRAPPC3L,7,0,20,2,12,10
TRAPPC5,0,45,57,155,42,79
TRAPPC6A,22,0,11,21,5,40
TRAPPC6B,0,34,35,32,41,34
TRAPPC8,58,60,82,98,102,86
TRAPPC9,0,61,95,77,91,125
TRARG1,0,6,24,70,4,26
TRAT1,29,0,3,7,4,15
TRA-TGC2-1_1,0,0,3,0,0,2
TRA-TGC3-1,0,0,3,0,5,1
TRA-TGC3-2,0,0,5,0,0,9
TRA-TGC4-1,0,0,8,0,0,5
TRAV10,0,0,2,2,1,4
TRAV11,11,15,18,14,37,21
TRAV1-1,29,0,1,1,1,5
TRAV1-2,0,0,0,0,1,0
TRAV12-1,0,0,0,0,1,0
TRAV12-2,0,0,3,1,1,11
TRAV12-3,0,13,3,0,3,9
TRAV13-1,0,0,0,3,0,2
TRAV13-2,0,0,0,0,2,0
TRAV14DV4,0,0,0,0,0,1
TRAV15,0,0,31,2,10,7
TRAV16,0,15,7,0,1,0
TRAV18,0,0,5,0,0,5
TRAV19,0,0,0,0,0,1
TRAV2,0,0,0,0,0,1
TRAV20,0,0,1,0,0,2
TRAV21,0,0,5,0,3,6
TRAV22,0,0,10,1,1,10
TRAV23DV6,0,0,3,5,0,7
TRAV24,0,0,5,8,6,1
TRAV25,28,0,4,0,2,3
TRAV26-1,0,0,1,0,0,2
TRAV26-2,0,0,0,0,2,0
TRAV27,0,0,0,0,1,0
TRAV28,0,0,6,2,3,4
TRAV29DV5,0,0,1,0,0,0
TRAV3,0,0,0,0,1,0
TRAV30,0,0,5,3,4,0
TRAV31,0,0,3,0,0,0
TRAV32,0,0,6,0,2,0
TRAV33,0,0,2,0,1,3
TRAV34,0,0,0,0,0,5
TRAV35,0,0,13,9,15,18
TRAV36DV7,2,0,3,0,0,0
TRAV37,0,0,3,0,0,5
TRAV38-1,0,0,0,0,0,2
TRAV38-2DV8,24,0,9,6,4,3
TRAV39,0,0,12,0,12,8
TRAV4,0,0,0,0,1,3
TRAV40,0,0,0,0,1,0
TRAV41,0,7,0,0,0,0
TRAV5,0,0,1,2,2,0
TRAV6,0,0,3,0,0,2
TRAV7,0,0,0,0,0,3
TRAV8-1,0,0,0,0,0,3
TRAV8-2,0,0,2,8,3,2
TRAV8-3,0,13,2,0,1,3
TRAV8-4,0,0,1,0,3,2
TRAV8-5,0,0,7,6,7,11
TRAV8-6,0,0,0,0,0,3
TRAV8-7,0,0,1,1,5,5
TRAV9-1,0,0,16,11,23,16
TRAV9-2,0,0,4,0,4,12
TRBC1,0,0,4,10,0,3
TRBC2,0,0,0,0,3,1
TRBD1,0,0,1,0,0,0
TRBD1_1,0,1,10,4,2,8
TRBD2,0,0,3,0,0,0
TRBJ1-1,0,0,1,0,0,0
TRBJ1-2,0,0,1,0,0,3
TRBJ1-3,0,0,2,4,1,2
TRBJ1-4,0,0,0,0,0,1
TRBJ1-5,0,0,1,5,3,10
TRBJ1-6,0,0,1,0,0,2
TRBJ2-1_1,3,0,0,0,0,0
TRBJ2-7,0,0,1,0,0,0
TRBV11-3,0,0,2,0,0,1
TRBV12-3,0,0,0,0,1,9
TRBV12-4,0,0,0,5,0,7
TRBV12-5,0,0,6,0,1,3
TRBV13,0,0,3,1,3,1
TRBV14,26,15,5,0,6,4
TRBV15,0,0,5,0,0,0
TRBV16,0,0,5,0,6,3
TRBV17,0,0,0,0,2,3
TRBV18,0,0,3,2,5,9
TRBV19,0,0,1,0,0,0
TRBV19_1,0,0,3,0,0,1
TRBV20-1,0,0,0,4,0,0
TRBV20OR9-2,0,3,0,0,0,3
TRBV21-1_1,0,0,3,8,6,0
TRBV21OR9-2,0,0,0,0,2,2
TRBV22OR9-2,0,0,0,0,0,1
TRBV23-1,0,0,0,0,0,1
TRBV23OR9-2,0,0,0,2,1,4
TRBV24OR9-2,0,0,0,0,0,2
TRBV27_1,0,0,0,0,0,1
TRBV28_1,0,1,3,0,0,0
TRBV29OR9-2,0,0,6,4,0,12
TRBV30,0,0,0,0,3,4
TRBV3-2,0,0,2,0,0,0
TRBV5-3_1,0,0,6,0,0,2
TRBV5-8,0,0,0,0,0,3
TRBV6-2,0,0,0,0,0,5
TRBV6-4,0,0,0,0,0,5
TRBV6-4_1,0,0,0,0,1,0
TRBV7-1_1,0,0,1,0,0,0
TRBV7-2,0,0,0,2,0,4
TRBV7-3_1,0,0,3,15,0,1
TRBV7-6_1,0,0,0,0,0,1
TRBV7-9,0,0,1,1,0,3
TRBVA,0,0,1,0,2,0
TRBVAOR9-2,0,0,2,0,3,2
TRBVB,0,1,0,12,3,0
TRBVB_1,0,0,1,0,0,2
TRC-GCA10-1,0,0,0,0,1,3
TRC-GCA1-1,0,0,0,0,0,1
TRC-GCA11-1,0,0,5,1,5,5
TRC-GCA12-1,13,0,9,0,18,14
TRC-GCA13-1,0,0,1,3,1,0
TRC-GCA14-1,0,0,10,0,7,3
TRC-GCA15-1,0,0,6,0,1,2
TRC-GCA16-1,0,0,0,0,1,1
TRC-GCA17-1,0,5,11,3,3,2
TRC-GCA18-1,0,0,4,7,0,4
TRC-GCA19-1,36,0,0,0,0,1
TRC-GCA20-1,0,0,0,0,0,2
TRC-GCA2-1,0,0,0,0,4,7
TRC-GCA21-1,0,0,3,0,1,9
TRC-GCA2-2,0,0,0,0,1,1
TRC-GCA22-1,0,0,2,0,0,6
TRC-GCA2-3,0,0,6,0,2,2
TRC-GCA23-1,0,0,0,0,1,1
TRC-GCA2-4,0,0,0,0,0,6
TRC-GCA3-1,0,0,1,3,0,6
TRC-GCA4-1,0,0,3,0,1,3
TRC-GCA5-1,0,12,25,17,28,9
TRC-GCA6-1,33,0,9,17,3,8
TRC-GCA8-1,0,0,0,0,0,1
TRC-GCA9-1,0,0,4,0,0,0
TRC-GCA9-2,0,0,1,0,6,13
TRC-GCA9-3,0,0,5,7,2,2
TRC-GCA9-4,0,0,0,0,1,0
TRDC,0,2,6,0,7,3
TRDD2,0,0,0,0,0,1
TRDD3,0,0,0,0,0,3
TRD-GTC1-1,0,0,0,0,3,1
TRD-GTC2-1,22,0,5,1,0,5
TRD-GTC2-10,0,0,0,0,0,2
TRD-GTC2-2,0,0,1,0,0,2
TRD-GTC2-3,0,0,0,0,0,1
TRD-GTC2-4,0,0,0,0,0,4
TRD-GTC2-6,0,0,4,5,1,5
TRD-GTC2-7,0,0,4,10,0,7
TRD-GTC2-8,0,0,0,0,0,6
TRD-GTC2-9,0,0,3,0,5,11
TRD-GTC3-1,0,0,1,0,2,4
TRDJ1,0,0,3,0,0,1
TRDJ4,0,0,4,0,0,0
TRDMT1,73,132,109,95,109,46
TRDN,20,49,95,86,86,72
TRDN-AS1,33,14,14,7,14,7
TRDV1,0,0,0,0,0,1
TRDV2,0,0,11,0,9,7
TRDV3,8,0,0,3,6,4
TRE-CTC1-1_1,0,0,1,0,0,0
TRE-CTC1-2,0,0,0,4,0,1
TRE-CTC1-3,0,0,0,4,0,3
TRE-CTC1-4,0,4,1,0,0,0
TRE-CTC1-5,0,0,0,0,0,3
TRE-CTC1-7,0,0,14,17,19,14
TRE-CTC2-1,0,0,1,0,0,2
